SurveyNumber,SurveyEffortKey,StrainCd,SurveyId,WaterBodyName,AgencyUnitName,SiteName,SurveyBeginTimestamp,Updated
-12750,171,BRB,15204,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-12750,171,CWS,15204,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-12750,171,RHS,15204,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-12720,172,RKB,15203,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-12710,173,RKB,15202,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/01/1988,
-12710,173,WHB,15202,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/01/1988,
-12490,178,BLG,15197,Beaver Lake,Northern Lake Huron Management Unit,Beaver Lake,05/27/1987,
-12490,178,LMB,15197,Beaver Lake,Northern Lake Huron Management Unit,Beaver Lake,05/27/1987,
-12490,178,NOP,15197,Beaver Lake,Northern Lake Huron Management Unit,Beaver Lake,05/27/1987,
-12490,178,PSF,15197,Beaver Lake,Northern Lake Huron Management Unit,Beaver Lake,05/27/1987,
-12490,178,RKB,15197,Beaver Lake,Northern Lake Huron Management Unit,Beaver Lake,05/27/1987,
-11540,189,BNM,15190,Little Wolf Lake,Northern Lake Huron Management Unit,Little Wolf Lake,05/13/1981,
-11540,189,BRB,15190,Little Wolf Lake,Northern Lake Huron Management Unit,Little Wolf Lake,05/13/1981,
-6031,200,LWF,15181,Lake Michigamme,Northern Lake Michigan Management Unit,Lake Michigamme,10/11/1982,
-2627,347,BCR,15133,Round Lake,Lake Erie Management Unit,Round Lake,05/19/1989,
-2622,353,BLG,15128,Matteson Lake,Southern Lake Michigan Management Unit,Matteson Lake,10/04/1988,
-2622,353,CAR,15128,Matteson Lake,Southern Lake Michigan Management Unit,Matteson Lake,10/04/1988,
-2621,354,LNG,15127,Wamplers Lake,Lake Erie Management Unit,Wamplers Lake,05/16/1989,
-2608,375,BUL,15114,Matteson Lake,Southern Lake Michigan Management Unit,Matteson Lake,10/01/1987,
-2579,434,BLG,15086,George Lake,Southern Lake Michigan Management Unit,George Lake,05/22/1986,
-2574,444,BUL,15081,Clear Lake,Southern Lake Michigan Management Unit,Clear Lake,10/15/1985,
-2571,1,BCR,15078,Matteson Lake,Southern Lake Michigan Management Unit,Matteson Lake,06/04/1985,
-2571,1,BLG,15078,Matteson Lake,Southern Lake Michigan Management Unit,Matteson Lake,06/04/1985,
-2556,495,BLG,15063,Homer Lake,Southern Lake Michigan Management Unit,Homer Lake,06/20/1984,
-2531,530,BLG,15039,Portage Lake,Southern Lake Michigan Management Unit,Portage Lake,10/13/1982,
-2530,532,BLG,15038,Upper Brace Lake,Southern Lake Michigan Management Unit,Upper Brace Lake,09/28/1982,
-2522,546,BCR,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,BLG,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,BUL,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,CWS,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,LMB,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,PSF,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2522,546,RKB,15030,Lime Lake,Southern Lake Michigan Management Unit,Lime Lake,05/18/1982,
-2520,548,NOP,15028,Kalamazoo River,Southern Lake Michigan Management Unit,15 Mile Rd.,07/29/1982,
-2520,548,RKB,15028,Kalamazoo River,Southern Lake Michigan Management Unit,15 Mile Rd.,07/29/1982,
-2520,548,SMB,15028,Kalamazoo River,Southern Lake Michigan Management Unit,15 Mile Rd.,07/29/1982,
-2508,575,BLG,15016,Huzzy Lake,Southern Lake Michigan Management Unit,Huzzy Lake,09/27/1993,
-2505,580,BLG,15013,Austin Lake,Southern Lake Michigan Management Unit,Austin Lake,05/04/1993,
-2500,591,PSF,15008,Lake Fourteen,Southern Lake Michigan Management Unit,Lake Fourteen,05/12/1992,
-2497,601,BLG,15005,Long Lake,Southern Lake Michigan Management Unit,Long Lake,05/08/1992,
-2472,673,BLG,14980,Maple Lake,Southern Lake Michigan Management Unit,Maple Lake,09/17/1991,
-2470,679,BLG,14978,Selkirk Lake,Southern Lake Michigan Management Unit,Selkirk Lake,05/13/1991,
-2470,679,BUL,14978,Selkirk Lake,Southern Lake Michigan Management Unit,Selkirk Lake,05/13/1991,
-2469,680,BLG,14977,Saddle Lake,Southern Lake Michigan Management Unit,Saddle Lake,05/13/1991,
-2463,695,BLG,14971,Sand Lake,Southern Lake Michigan Management Unit,Sand Lake,06/05/1990,
-2463,695,HSF,14971,Sand Lake,Southern Lake Michigan Management Unit,Sand Lake,06/05/1990,
-2463,696,BLG,14971,Sand Lake,Southern Lake Michigan Management Unit,Sand Lake,06/05/1990,
-2463,696,BUL,14971,Sand Lake,Southern Lake Michigan Management Unit,Sand Lake,06/05/1990,
-2461,700,BLG,14969,Cedar Lake,Southern Lake Michigan Management Unit,Cedar Lake,05/22/1990,
-2452,713,BLG,14960,Osterhout Lake,Southern Lake Michigan Management Unit,Osterhout Lake,04/18/1990,
-2446,729,BLG,14954,Gun Lake,Southern Lake Michigan Management Unit,Gun Lake,04/25/1989,
-2446,731,BCR,14954,Gun Lake,Southern Lake Michigan Management Unit,Gun Lake,04/25/1989,
-2446,731,BLG,14954,Gun Lake,Southern Lake Michigan Management Unit,Gun Lake,04/25/1989,
-2446,731,BUL,14954,Gun Lake,Southern Lake Michigan Management Unit,Gun Lake,04/25/1989,
-2446,731,RKB,14954,Gun Lake,Southern Lake Michigan Management Unit,Gun Lake,04/25/1989,
-2436,751,BCR,14944,Clear Lake,Southern Lake Michigan Management Unit,Clear Lake,05/09/1988,
-2436,751,BLG,14944,Clear Lake,Southern Lake Michigan Management Unit,Clear Lake,05/09/1988,
-2436,751,BUL,14944,Clear Lake,Southern Lake Michigan Management Unit,Clear Lake,05/09/1988,
-2434,755,YEP,14942,Shafer Lake,Southern Lake Michigan Management Unit,Shafer Lake,10/01/1987,
-2429,763,BLG,14937,Lake Fourteen,Southern Lake Michigan Management Unit,Lake Fourteen,04/18/1988,
-2426,766,BLG,14934,Pine Lake,Southern Lake Michigan Management Unit,Pine Lake,05/03/1988,
-2418,775,BLG,14926,Austin Lake,Southern Lake Michigan Management Unit,Austin Lake,04/20/1987,
-2418,775,BUL,14926,Austin Lake,Southern Lake Michigan Management Unit,Austin Lake,04/20/1987,
-2417,776,BCR,14925,Thornapple Lake,Southern Lake Michigan Management Unit,Thornapple Lake,04/10/1987,
-2416,777,BLG,14924,South Scott Lake,Southern Lake Michigan Management Unit,South Scott Lake,04/21/1987,
-2415,778,BLG,14923,North Scott Lake,Southern Lake Michigan Management Unit,North Scott Lake,04/21/1987,
-2415,778,LMB,14923,North Scott Lake,Southern Lake Michigan Management Unit,North Scott Lake,04/21/1987,
-2413,781,BLG,14921,Mud Lake,Southern Lake Michigan Management Unit,Mud Lake,05/04/1987,
-2413,781,BUL,14921,Mud Lake,Southern Lake Michigan Management Unit,Mud Lake,05/04/1987,
-2412,782,BLG,14920,Pleasant Lake,Southern Lake Michigan Management Unit,Pleasant Lake,05/04/1987,
-2412,782,BUL,14920,Pleasant Lake,Southern Lake Michigan Management Unit,Pleasant Lake,05/04/1987,
-2398,807,BLG,14906,Fish Lake,Southern Lake Michigan Management Unit,Fish Lake,09/29/1986,
-2397,1,BLG,14905,Hutchins Lake,Southern Lake Michigan Management Unit,Hutchins Lake,04/29/1986,
-2396,2,BLG,14904,Miner Lake,Southern Lake Michigan Management Unit,Miner Lake,05/05/1986,
-2392,10,BLG,14900,Three Legged Lake,Southern Lake Michigan Management Unit,Three Legged Lake,05/27/1986,
-2392,10,BUL,14900,Three Legged Lake,Southern Lake Michigan Management Unit,Three Legged Lake,05/27/1986,
-2392,10,PSF,14900,Three Legged Lake,Southern Lake Michigan Management Unit,Three Legged Lake,05/27/1986,
-2387,22,BLG,14895,Paw Paw Lake,Southern Lake Michigan Management Unit,Paw Paw Lake,10/01/1984,
-2386,24,BLG,14894,Round Lake,Southern Lake Michigan Management Unit,Round Lake,06/25/1985,
-2379,39,CAR,14887,Eagle Lake,Southern Lake Michigan Management Unit,Eagle Lake,09/24/1984,
-2346,103,BLG,14855,Little Sugarloaf Lake,Southern Lake Michigan Management Unit,Little Sugarloaf Lake,11/03/1981,
-2313,855,BLG,14825,Lobdell Lake,Southern Lake Huron Management Unit,Lobdell Lake,05/26/1994,
-2239,943,BCR,14761,Grand River,Southern Lake Michigan Management Unit,Moores Impoundment,07/25/1989,
-2239,943,BLG,14761,Grand River,Southern Lake Michigan Management Unit,Moores Impoundment,07/25/1989,
-2239,944,BCR,14761,Grand River,Southern Lake Michigan Management Unit,Moores Impoundment,07/25/1989,
-2239,944,BLG,14761,Grand River,Southern Lake Michigan Management Unit,Moores Impoundment,07/25/1989,
-2239,944,PSF,14761,Grand River,Southern Lake Michigan Management Unit,Moores Impoundment,07/25/1989,
-2225,964,BLG,14747,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,06/16/1987,
-2225,964,BUL,14747,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,06/16/1987,
-2220,976,BCR,14742,Lake Ovid,Southern Lake Michigan Management Unit,Lake Ovid,07/29/1986,
-2220,976,BLG,14742,Lake Ovid,Southern Lake Michigan Management Unit,Lake Ovid,07/29/1986,
-2218,979,BUL,14740,Lake Delta,Southern Lake Michigan Management Unit,Lake Delta,05/13/1986,
-2216,982,BUL,14738,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,05/21/1986,
-2216,983,BUL,14738,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,05/21/1986,
-2187,1035,BLG,14709,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,06/12/1984,
-2187,1035,CAR,14709,Lake Lansing,Southern Lake Michigan Management Unit,Lake Lansing,06/12/1984,
-2180,1048,BCR,14702,Lake Ponemah,Southern Lake Huron Management Unit,Lake Ponemah,05/17/1983,
-2180,1048,BLG,14702,Lake Ponemah,Southern Lake Huron Management Unit,Lake Ponemah,05/17/1983,
-2180,1048,PSF,14702,Lake Ponemah,Southern Lake Huron Management Unit,Lake Ponemah,05/17/1983,
-2128,1123,BRB,14651,Dickinson Lake,Southern Lake Huron Management Unit,Dickinson Lake,09/21/1992,
-2128,1123,LMB,14651,Dickinson Lake,Southern Lake Huron Management Unit,Dickinson Lake,09/21/1992,
-2091,1187,BCR,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2091,1187,BOW,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2091,1187,BRB,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2091,1187,CAR,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2091,1187,PSF,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2091,1187,WAE,14615,Seven Lakes,Southern Lake Huron Management Unit,Seven Lakes,05/22/1989,
-2082,1205,BRB,14608,NA,Lake Erie Management Unit,Blank,05/16/1988,
-2039,1269,BOW,14566,Pontiac Lake,Lake Erie Management Unit,Pontiac Lake,05/02/1984,
-2010,1327,BLB,14537,Nichols Lake,Central Lake Michigan Management Unit,Nichols Lake,06/01/1995,
-2010,1327,BRB,14537,Nichols Lake,Central Lake Michigan Management Unit,Nichols Lake,06/01/1995,
-2010,1327,YLB,14537,Nichols Lake,Central Lake Michigan Management Unit,Nichols Lake,06/01/1995,
-1978,1376,BLB,14506,Cowden Lake,Southern Lake Michigan Management Unit,Cowden Lake,06/01/1994,
-1978,1376,YLB,14506,Cowden Lake,Southern Lake Michigan Management Unit,Cowden Lake,06/01/1994,
-1975,1381,BLG,14503,Bass Lake,Southern Lake Michigan Management Unit,Bass Lake,06/23/1994,
-1975,1381,PSF,14503,Bass Lake,Southern Lake Michigan Management Unit,Bass Lake,06/23/1994,
-1969,1393,BCR,14497,Morrison Lake,Southern Lake Michigan Management Unit,Morrison Lake,09/22/1994,
-1969,1393,BLG,14497,Morrison Lake,Southern Lake Michigan Management Unit,Morrison Lake,09/22/1994,
-1941,1433,BLG,14472,Muskellunge Lake,Southern Lake Michigan Management Unit,Muskellunge Lake,07/07/1992,
-1940,1434,BLG,14471,Clifford Lake,Southern Lake Michigan Management Unit,Clifford Lake,07/09/1992,
-1914,1464,WAE,14446,Crystal Lake,Southern Lake Michigan Management Unit,Crystal Lake,06/06/1990,
-1914,1464,YLB,14446,Crystal Lake,Southern Lake Michigan Management Unit,Crystal Lake,06/06/1990,
-1914,1465,PSF,14446,Crystal Lake,Southern Lake Michigan Management Unit,Crystal Lake,06/06/1990,
-1912,1468,BLG,14444,Dean Lake,Southern Lake Michigan Management Unit,Dean Lake,04/17/1990,
-1910,1471,BOW,14442,Long Lake,Southern Lake Michigan Management Unit,Long Lake,06/08/1990,
-1907,1477,BLG,14439,Campau Lake,Southern Lake Michigan Management Unit,Campau Lake,05/16/1990,
-1907,1477,LMB,14439,Campau Lake,Southern Lake Michigan Management Unit,Campau Lake,05/16/1990,
-1907,1477,YEP,14439,Campau Lake,Southern Lake Michigan Management Unit,Campau Lake,05/16/1990,
-1907,1477,YLB,14439,Campau Lake,Southern Lake Michigan Management Unit,Campau Lake,05/16/1990,
-1901,1485,BLG,14434,Hardy Dam Pond,Central Lake Michigan Management Unit,Hardy Dam Pond,07/10/1989,
-1856,1541,BCR,14390,Morrison Lake,Southern Lake Michigan Management Unit,Morrison Lake,05/02/1988,
-1856,1541,BLG,14390,Morrison Lake,Southern Lake Michigan Management Unit,Morrison Lake,05/02/1988,
-1851,1549,BRB,14385,Cowden Lake,Southern Lake Michigan Management Unit,Cowden Lake,05/21/1987,
-1850,1550,BLG,14384,Long Lake,Southern Lake Michigan Management Unit,Long Lake,05/14/1987,
-1850,1550,PSF,14384,Long Lake,Southern Lake Michigan Management Unit,Long Lake,05/14/1987,
-1848,1553,YLB,14382,Brower Lake,Southern Lake Michigan Management Unit,Brower Lake,10/01/1986,
-1847,1554,BLG,14381,Myers Lake,Southern Lake Michigan Management Unit,Myers Lake,05/22/1987,
-1847,1554,PSF,14381,Myers Lake,Southern Lake Michigan Management Unit,Myers Lake,05/22/1987,
-1825,1590,BLG,14360,Long Lake,Southern Lake Michigan Management Unit,Long Lake,09/22/1986,
-1824,1592,CWS,14359,Sessions Lake,Southern Lake Michigan Management Unit,Sessions Lake,06/04/1986,
-1781,1659,YLB,14316,Campau Lake,Southern Lake Michigan Management Unit,Campau Lake,05/03/1983,
-1774,1673,BLG,14309,Derby Lake,Southern Lake Michigan Management Unit,Derby Lake,06/15/1982,
-1774,1673,PSF,14309,Derby Lake,Southern Lake Michigan Management Unit,Derby Lake,06/15/1982,
-1753,1704,BLG,14289,Kiwassee Lake,Southern Lake Huron Management Unit,Kiwassee Lake,07/29/1991,
-1753,1704,PSF,14289,Kiwassee Lake,Southern Lake Huron Management Unit,Kiwassee Lake,07/29/1991,
-1749,1709,GSF,14285,Haithco Lake,Southern Lake Huron Management Unit,Haithco Lake,09/04/1990,
-1749,1709,PSF,14285,Haithco Lake,Southern Lake Huron Management Unit,Haithco Lake,09/04/1990,
-1749,1709,YEP,14285,Haithco Lake,Southern Lake Huron Management Unit,Haithco Lake,09/04/1990,
-1740,1723,BCR,14276,Murphy Lake,Southern Lake Huron Management Unit,Murphy Lake,04/17/1984,
-1740,1723,BLG,14276,Murphy Lake,Southern Lake Huron Management Unit,Murphy Lake,04/17/1984,
-1740,1723,GOS,14276,Murphy Lake,Southern Lake Huron Management Unit,Murphy Lake,04/17/1984,
-1740,1723,PSF,14276,Murphy Lake,Southern Lake Huron Management Unit,Murphy Lake,04/17/1984,
-1740,1723,YEP,14276,Murphy Lake,Southern Lake Huron Management Unit,Murphy Lake,04/17/1984,
-1696,1776,BRB,14254,Au Sable Lake,Northern Lake Huron Management Unit,Au Sable Lake,05/16/1994,
-1684,1790,WAE,14245,Wixom Lake,Southern Lake Huron Management Unit,Wixom Lake,09/26/1994,
-1681,1794,WAE,14244,Cedar Lake,Northern Lake Huron Management Unit,Cedar Lake,09/29/1994,
-1645,1838,YEP,14219,Little Long Lake,Southern Lake Huron Management Unit,Little Long Lake,04/21/1992,
-1610,1882,BRB,14184,Crooked Lake,Southern Lake Huron Management Unit,Crooked Lake,05/20/1991,
-1610,1882,YLB,14184,Crooked Lake,Southern Lake Huron Management Unit,Crooked Lake,05/20/1991,
-1608,1887,BLG,14182,Windover Lake,Central Lake Michigan Management Unit,Windover Lake,05/13/1991,
-1608,1887,BRB,14182,Windover Lake,Central Lake Michigan Management Unit,Windover Lake,05/13/1991,
-1608,1887,RKB,14182,Windover Lake,Central Lake Michigan Management Unit,Windover Lake,05/13/1991,
-1607,1889,BCR,14181,Cranberry Lake,Southern Lake Huron Management Unit,Cranberry Lake,04/29/1991,
-1607,1889,BLG,14181,Cranberry Lake,Southern Lake Huron Management Unit,Cranberry Lake,04/29/1991,
-1607,1889,PSF,14181,Cranberry Lake,Southern Lake Huron Management Unit,Cranberry Lake,04/29/1991,
-1606,1891,BLG,14180,Cedar Lake,Northern Lake Huron Management Unit,Cedar Lake,10/08/1990,
-1606,1891,BRB,14180,Cedar Lake,Northern Lake Huron Management Unit,Cedar Lake,10/08/1990,
-1606,1891,YLB,14180,Cedar Lake,Northern Lake Huron Management Unit,Cedar Lake,10/08/1990,
-1603,1899,BLG,14177,Vaughn Lake,Northern Lake Huron Management Unit,Vaughn Lake,05/16/1990,
-1603,1899,BRB,14177,Vaughn Lake,Northern Lake Huron Management Unit,Vaughn Lake,05/16/1990,
-1586,1921,BLG,14160,Long Lake,Southern Lake Huron Management Unit,Long Lake,06/27/1989,
-1586,1921,BUL,14160,Long Lake,Southern Lake Huron Management Unit,Long Lake,06/27/1989,
-1586,1921,PSF,14160,Long Lake,Southern Lake Huron Management Unit,Long Lake,06/27/1989,
-1586,1921,YEP,14160,Long Lake,Southern Lake Huron Management Unit,Long Lake,06/27/1989,
-1584,1924,BLG,14158,Sage Lake,Southern Lake Huron Management Unit,Sage Lake,06/27/1988,
-1584,1924,PSF,14158,Sage Lake,Southern Lake Huron Management Unit,Sage Lake,06/27/1988,
-1571,1945,NOP,14145,Arnold Lake,Southern Lake Huron Management Unit,Arnold Lake,05/19/1987,
-1563,1960,BLG,14137,Sage Lake,Southern Lake Huron Management Unit,Sage Lake,06/25/1986,
-1563,1960,BUL,14137,Sage Lake,Southern Lake Huron Management Unit,Sage Lake,06/25/1986,
-1563,1960,PSF,14137,Sage Lake,Southern Lake Huron Management Unit,Sage Lake,06/25/1986,
-1561,1964,BCR,14135,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,05/28/1986,
-1561,1964,BLG,14135,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,05/28/1986,
-1561,1964,BUL,14135,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,05/28/1986,
-1561,1964,PSF,14135,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,05/28/1986,
-1561,1964,YEP,14135,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,05/28/1986,
-1557,1972,BCR,14131,Lake Lancer,Southern Lake Huron Management Unit,Lake Lancer,05/28/1986,
-1542,1996,BCR,14116,Wixom Lake,Southern Lake Huron Management Unit,Wixom Lake,05/21/1985,
-1536,2008,PSF,14110,Howes Lake,Central Lake Michigan Management Unit,Howes Lake,06/25/1984,
-1531,2017,YEP,14105,Byron Lake,Northern Lake Huron Management Unit,Byron Lake,04/20/1984,
-1529,2020,BOW,14103,Mio Dam Pond,Northern Lake Huron Management Unit,Mio Dam Pond,03/26/1984,
-1529,2020,BRB,14103,Mio Dam Pond,Northern Lake Huron Management Unit,Mio Dam Pond,03/26/1984,
-1529,2020,CWS,14103,Mio Dam Pond,Northern Lake Huron Management Unit,Mio Dam Pond,03/26/1984,
-1519,2041,YEP,14093,Elk Lake,Southern Lake Huron Management Unit,Elk Lake,06/11/1984,
-1500,2067,YEP,14078,Peach Lake,Southern Lake Huron Management Unit,Peach Lake,05/15/1983,
-1499,2069,BCR,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,BLG,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,BRB,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,CAM,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,NOP,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,PSF,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,RKB,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1499,2069,YEP,14077,Hardwood Lake,Southern Lake Huron Management Unit,Hardwood Lake,06/13/1983,
-1482,2103,YEP,14060,Horseshoe Lake,Northern Lake Huron Management Unit,Horseshoe Lake,09/20/1982,
-1482,2104,YEP,14060,Horseshoe Lake,Northern Lake Huron Management Unit,Horseshoe Lake,09/20/1982,
-1475,2113,BLB,14053,Ross Lake,Southern Lake Huron Management Unit,Ross Lake,10/27/1981,
-1475,2113,CAM,14053,Ross Lake,Southern Lake Huron Management Unit,Ross Lake,10/27/1981,
-1475,2114,BLB,14053,Ross Lake,Southern Lake Huron Management Unit,Ross Lake,10/27/1981,
-1475,2114,CAM,14053,Ross Lake,Southern Lake Huron Management Unit,Ross Lake,10/27/1981,
-1474,2116,CAM,14052,Cedar Lake,Northern Lake Huron Management Unit,Cedar Lake,08/24/1982,
-1456,2141,NOP,14034,Silver Lake,Central Lake Michigan Management Unit,Silver Lake,08/17/1981,
-1417,2212,BLG,13997,Sanford Lake,Central Lake Michigan Management Unit,Sanford Lake,06/19/1989,
-1417,2214,BLG,13997,Sanford Lake,Central Lake Michigan Management Unit,Sanford Lake,06/19/1989,
-1375,2291,RKB,13955,Long Lake,Central Lake Michigan Management Unit,Long Lake,06/02/1982,
-1371,2299,BLG,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2299,PSF,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2299,RKB,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2300,YEP,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2301,BLG,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2301,PSF,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1371,2301,RKB,13951,Spider Lake,Central Lake Michigan Management Unit,Spider Lake,05/12/1982,
-1345,1,RBT,13925,Big Chub Lake,Northern Lake Huron Management Unit,Big Chub Lake,07/11/1995,
-1320,2361,BLG,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,BRB,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,CWS,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,LMB,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,NOP,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,PSF,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,RKB,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1320,2361,YEP,13900,Fletcher Pond,Northern Lake Huron Management Unit,Fletcher Pond,05/10/1993,
-1306,2376,RKB,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2376,SME,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,ALE,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,BCR,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,CIS,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,CWS,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,LWF,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,SME,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1306,2377,YEP,13892,Lake Charlevoix,Central Lake Michigan Management Unit,Lake Charlevoix,10/29/1990,
-1275,2409,BRB,13866,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-1275,2409,CWS,13866,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-1275,2409,RHS,13866,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/10/1988,
-1273,2411,BRB,13864,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1273,2411,CWS,13864,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1273,2411,RHS,13864,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1273,2411,RKB,13864,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1273,2411,WHB,13864,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1272,2412,RKB,13863,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1272,2412,WHB,13863,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/02/1988,
-1271,2413,RKB,13862,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/01/1988,
-1271,2413,WHB,13862,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/01/1988,
-1270,2414,RKB,13861,Mullett Lake,Northern Lake Huron Management Unit,Mullett Lake,06/01/1988,
-1194,2501,BKT,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1194,2501,CRC,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1194,2501,CSH,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1194,2501,GSF,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1194,2501,PSF,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1194,2501,RKB,13786,Weber Lake,Northern Lake Huron Management Unit,Weber Lake,04/15/1983,
-1190,2508,RKB,13782,Avalon Lake,Northern Lake Huron Management Unit,Avalon Lake,05/12/1983,
-1190,2508,SMB,13782,Avalon Lake,Northern Lake Huron Management Unit,Avalon Lake,05/12/1983,
-1190,2508,YEP,13782,Avalon Lake,Northern Lake Huron Management Unit,Avalon Lake,05/12/1983,
-1154,2552,YEP,13752,Little Wolf Lake,Northern Lake Huron Management Unit,Little Wolf Lake,05/13/1981,
-1147,2563,RKB,13746,Grand Sable Lake,Eastern Lake Superior Management Unit,Grand Sable Lake,09/05/1995,
