SurveyNumber,SurveyEffortKey,StrainCd,SurveyId,WaterBodyName,AgencyUnitName,SiteName,SurveyBeginTimestamp,Updated
4108,1192,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1212,NOP,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1213,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1216,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1218,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1221,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1225,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1228,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1229,NOP,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1241,CWS,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1241,NOP,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1241,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1245,CWS,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1246,CWS,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1250,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1262,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1263,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1264,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1265,NOP,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1265,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1266,BCR,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1270,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1272,BCR,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1273,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1274,BCR,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1274,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1276,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1280,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1287,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1288,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1293,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1294,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1296,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1313,CWS,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1313,NOP,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1313,RKB,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1316,BCR,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4108,1319,WAE,9326,Michigamme Reservoir,Northern Lake Michigan Management Unit,Michigamme Reservoir,04/19/2001,
4109,1694,NOP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1694,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1777,NOP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1892,NOP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1892,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1978,BLG,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1978,NOP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1978,RKB,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1978,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,1978,YEP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,2025,NOP,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,2025,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,2082,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4109,2083,WAE,9325,Morley Lake,Western Lake Superior Management Unit,Morley Lake,04/22/2002,
4110,2315,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2320,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2330,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2331,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2333,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2337,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2338,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2340,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2341,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2342,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2343,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2346,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2349,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2351,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2352,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2353,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2354,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2358,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2359,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2360,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2363,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2365,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2367,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2369,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2371,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2376,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4110,2378,WAE,9324,North Manistique Lake,Northern Lake Michigan Management Unit,North Manistique Lake,04/23/2003,
4111,1858,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,1979,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,1980,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,1981,BLG,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,1981,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,1982,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,2085,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,2086,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,2087,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,2094,NOP,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4111,2094,WAE,9323,Poor Lake,Western Lake Superior Management Unit,Poor Lake,04/26/2002,
4112,1725,NOP,9322,Record Lake,Western Lake Superior Management Unit,Record Lake,04/23/2002,
4112,1725,YEP,9322,Record Lake,Western Lake Superior Management Unit,Record Lake,04/23/2002,
4112,1862,NOP,9322,Record Lake,Western Lake Superior Management Unit,Record Lake,04/23/2002,
4112,2028,GOS,9322,Record Lake,Western Lake Superior Management Unit,Record Lake,04/23/2002,
4112,2125,WAE,9322,Record Lake,Western Lake Superior Management Unit,Record Lake,04/23/2002,
4113,1744,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1744,YEP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1746,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1746,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1746,YEP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1747,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1748,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1748,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1748,YEP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1778,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1779,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1779,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1782,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1782,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1826,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1879,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1879,YEP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1880,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1893,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1894,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1894,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1895,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1895,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1896,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1952,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1952,YEP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1983,RKB,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1983,SMB,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1983,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1984,RKB,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1985,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1986,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1987,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,1987,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2041,RKB,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2041,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2042,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2042,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2043,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2044,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2044,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2088,NOP,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2088,RKB,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2088,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2090,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2091,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4113,2120,WAE,9321,West Bay Lake,Western Lake Superior Management Unit,West Bay Lake,04/23/2002,
4114,619,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,622,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,645,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,645,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,652,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,653,CWS,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,653,PSF,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,657,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,658,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,663,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,674,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,674,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,684,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,685,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,686,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,688,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,704,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,705,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,706,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,706,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,708,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,709,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,709,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,713,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,714,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,714,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,727,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,728,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,730,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,732,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,734,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,737,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,750,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,759,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,763,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,764,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,766,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,766,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,776,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,781,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,784,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,786,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,788,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,789,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,790,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,790,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,795,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,806,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,813,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,819,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,825,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,843,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,844,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,848,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,849,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,853,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,862,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,865,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,891,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,893,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,894,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,936,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,936,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,956,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,962,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,969,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,971,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,972,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,973,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,976,NOP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,990,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,994,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,994,YEP,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,999,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1015,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1018,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1019,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1022,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1029,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4114,1035,WAE,9320,Houghton Lake,Central Lake Michigan Management Unit,Houghton Lake,04/19/2001,
4115,1497,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1498,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1499,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1500,LMB,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1500,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1500,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1505,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1505,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1506,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1507,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1509,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1510,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1510,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1512,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1513,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1514,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1515,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1515,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1516,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1518,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1523,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1526,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1527,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1528,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1529,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1542,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1545,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1547,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1564,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1565,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1566,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1567,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1576,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1576,YEP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1578,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1581,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1581,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1583,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1585,SMB,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1585,WAE,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
4115,1587,NOP,9319,Lake Leelanau,Central Lake Michigan Management Unit,Lake Leelanau,04/08/2002,
